gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000258284.1	POLR2KP1	processed_pseudogene	5.5588803	3.0
ENSG00000258285.1	TESC-AS1	lncRNA	7.4054055	4.0
ENSG00000258288.1	NENFP2	processed_pseudogene	2.2683399	1.0
ENSG00000258289.8	CHURC1	protein_coding	1375.6418	1140.0
ENSG00000258290.1	BRWD1P2	processed_pseudogene	0.35328186	0.0
ENSG00000258292.1	LINC02410	lncRNA	0.04150579	0.0
ENSG00000258294.5	AC090503.2	lncRNA	0.16505791	0.0
ENSG00000258300.2	NUTF2P2	processed_pseudogene	0.44980696	0.0
ENSG00000258301.3	VASH1-AS1	lncRNA	4.8638997	3.0
ENSG00000258302.2	AC025034.1	lncRNA	224.69788	163.0
ENSG00000258303.1	AC012464.2	lncRNA	15.166023	9.0
ENSG00000258304.1	AC233290.2	processed_pseudogene	0.44208494	0.0
ENSG00000258308.6	AC079907.2	lncRNA	8.901545	4.0
ENSG00000258311.5	AC009779.3	protein_coding	82.568535	72.0
ENSG00000258312.1	AC016152.1	lncRNA	0.2007722	0.0
ENSG00000258313.1	AC084879.2	lncRNA	0.24903475	0.0
ENSG00000258314.3	AL589182.1	lncRNA	0.067567565	0.0
ENSG00000258315.5	C17orf49	protein_coding	105.52509	96.0
ENSG00000258316.1	KLF17P1	processed_pseudogene	10.701737	5.0
ENSG00000258317.1	AC034102.6	lncRNA	121.076256	92.0
ENSG00000258320.1	AC090502.3	processed_pseudogene	0.7335907	0.0
ENSG00000258323.1	AC073575.1	lncRNA	50.377415	36.0
ENSG00000258324.2	AL512310.8	processed_pseudogene	0.0	0.0
ENSG00000258325.2	ITFG2-AS1	lncRNA	5.2007723	3.0
ENSG00000258331.1	LINC02461	lncRNA	0.6515444	0.0
ENSG00000258332.3	LINC02394	lncRNA	0.9121622	0.0
ENSG00000258334.1	AC125611.4	lncRNA	9.275097	6.0
ENSG00000258336.2	DUX4L52	processed_pseudogene	0.16988418	0.0
ENSG00000258337.1	AC130895.1	lncRNA	124.98456	97.0
ENSG00000258338.1	AC090680.1	lncRNA	0.13803089	0.0
ENSG00000258342.2	AL133304.3	lncRNA	2.0907335	1.0
ENSG00000258343.2	AC090001.1	lncRNA	0.50868726	0.0
ENSG00000258344.1	AC078778.1	lncRNA	55.7278	47.0
ENSG00000258345.1	AC034102.7	lncRNA	5.361004	4.0
ENSG00000258346.1	AC079384.1	lncRNA	0.8030888	0.0
ENSG00000258350.1	SYF2P1	processed_pseudogene	0.03764479	0.0
ENSG00000258352.1	IFITM3P6	transcribed_processed_pseudogene	38.22973	18.0
ENSG00000258354.1	AC138932.1	lncRNA	6.9527025	5.0
ENSG00000258355.1	AC079174.1	lncRNA	95.38996	19.0
ENSG00000258357.1	NSA2P2	processed_pseudogene	10.30695	4.0
ENSG00000258358.2	AC087888.1	processed_pseudogene	0.0472973	0.0
ENSG00000258359.1	PCNPP1	processed_pseudogene	53.838802	48.0
ENSG00000258360.1	NF1P12	unprocessed_pseudogene	0.34169886	0.0
ENSG00000258364.1	CR383656.12	lncRNA	0.0019305019	0.0
ENSG00000258365.1	AC073655.2	lncRNA	74.76834	58.0
ENSG00000258366.9	RTEL1	protein_coding	77.61294	67.0
ENSG00000258367.2	CR383656.13	transcribed_unprocessed_pseudogene	0.027027028	0.0
ENSG00000258368.2	ZNF970P	unprocessed_pseudogene	0.043436293	0.0
ENSG00000258369.1	ADI1P3	processed_pseudogene	0.046332046	0.0
ENSG00000258373.1	SLC25A3P2	processed_pseudogene	7.1679535	5.0
ENSG00000258375.2	AC079363.1	processed_pseudogene	0.33783785	0.0
ENSG00000258376.2	AC004846.1	lncRNA	43.28861	22.0
ENSG00000258377.1	AL139099.1	lncRNA	0.0	0.0
ENSG00000258378.1	AL139021.1	lncRNA	8.181467	6.0
ENSG00000258379.1	AL355097.1	lncRNA	0.30984557	0.0
ENSG00000258380.1	AL356805.1	lncRNA	65.33301	52.0
ENSG00000258381.1	AL512360.1	processed_pseudogene	0.027027028	0.0
ENSG00000258383.1	AL132819.1	lncRNA	0.046332046	0.0
ENSG00000258384.1	RCCD1-AS1	lncRNA	33.835907	27.0
ENSG00000258385.1	AL391516.1	processed_pseudogene	0.07046332	0.0
ENSG00000258386.1	AL352984.1	lncRNA	0.16023166	0.0
ENSG00000258387.1	AL358913.1	processed_pseudogene	0.019305019	0.0
ENSG00000258388.7	PPT2-EGFL8	protein_coding	19.645752	15.0
ENSG00000258390.2	LINC02318	lncRNA	0.93050194	0.0
ENSG00000258392.1	RPA2P1	processed_pseudogene	0.41023165	0.0
ENSG00000258393.1	AL049833.1	lncRNA	0.17181467	0.0
ENSG00000258394.1	AL442163.1	lncRNA	0.16698842	0.0
ENSG00000258397.1	BCAR1P1	processed_pseudogene	0.067567565	0.0
ENSG00000258399.7	AL117190.1	lncRNA	0.41023165	0.0
ENSG00000258400.1	AL591767.1	lncRNA	8.275097	4.0
ENSG00000258401.1	ATP5MC2P2	processed_pseudogene	3.1110039	1.0
ENSG00000258402.1	AC016526.1	lncRNA	0.36486486	0.0
ENSG00000258404.1	LINC02320	lncRNA	6.4362936	2.0
ENSG00000258405.11	ZNF578	protein_coding	40.644787	12.5
ENSG00000258406.1	TUBBP3	processed_pseudogene	0.27509654	0.0
ENSG00000258407.1	AL157955.1	lncRNA	2.3503861	1.0
ENSG00000258408.1	NT5CP2	transcribed_processed_pseudogene	0.719112	0.0
ENSG00000258410.1	AC087386.1	lncRNA	0.071428575	0.0
ENSG00000258411.2	AL161670.1	processed_pseudogene	1.757722	0.0
ENSG00000258412.1	AL355102.1	lncRNA	0.7239382	0.0
ENSG00000258413.2	AL158801.2	lncRNA	221.02316	165.0
ENSG00000258414.1	AL121790.1	lncRNA	0.07528958	0.0
ENSG00000258415.2	LONRF2P4	processed_pseudogene	0.5376448	0.0
ENSG00000258416.1	AF123462.1	lncRNA	0.06177606	0.0
ENSG00000258417.3	AC100868.1	protein_coding	0.13706563	0.0
ENSG00000258419.1	AC022469.1	lncRNA	0.6081081	0.0
ENSG00000258420.1	LONRF2P3	processed_pseudogene	0.12065637	0.0
ENSG00000258421.2	FXNP1	processed_pseudogene	0.0984556	0.0
ENSG00000258422.5	AL160191.1	lncRNA	5.1901546	1.0
ENSG00000258423.1	OR7E105P	unprocessed_pseudogene	0.2953668	0.0
ENSG00000258424.1	AL512791.1	lncRNA	98.90347	80.5
ENSG00000258425.1	AC013451.1	lncRNA	0.58011585	0.0
ENSG00000258426.1	AL162872.1	lncRNA	0.13899614	0.0
ENSG00000258427.3	RBM8B	processed_pseudogene	22.916023	12.0
ENSG00000258428.5	AL161757.2	lncRNA	6.283784	4.0
ENSG00000258429.2	PDF	protein_coding	84.95753	66.0
ENSG00000258430.1	AL583722.1	lncRNA	0.0	0.0
ENSG00000258431.1	AC004825.1	processed_pseudogene	0.1003861	0.0
ENSG00000258433.2	AC087633.1	lncRNA	0.09749035	0.0
ENSG00000258435.1	AC048337.1	lncRNA	1.1544402	0.0
ENSG00000258436.1	RNASE12	protein_coding	0.015444015	0.0
ENSG00000258437.1	AL139193.1	lncRNA	14.786679	8.0
ENSG00000258438.3	OR11K2P	unprocessed_pseudogene	0.03957529	0.0
ENSG00000258439.1	AC007956.2	processed_pseudogene	40.28861	30.0
ENSG00000258440.1	AL118557.1	processed_pseudogene	0.52799225	0.0
ENSG00000258441.1	LINC00641	lncRNA	2019.2596	1479.0
ENSG00000258443.1	AC005225.1	lncRNA	11.870656	9.0
ENSG00000258444.1	AL132855.1	lncRNA	0.0048262547	0.0
ENSG00000258445.3	MAD2L1P1	processed_pseudogene	19.966217	14.0
ENSG00000258446.1	AL133153.1	processed_pseudogene	2.926641	2.0
ENSG00000258448.1	AL442663.2	processed_pseudogene	82.8639	69.0
ENSG00000258449.1	AC023510.1	lncRNA	25.187258	17.0
ENSG00000258450.1	AL139099.2	lncRNA	7.719112	6.0
ENSG00000258451.1	EGILA	lncRNA	0.29054055	0.0
ENSG00000258452.1	HMGN2P2	processed_pseudogene	3.5482626	2.0
ENSG00000258453.3	OR11H2	protein_coding	0.19015443	0.0
ENSG00000258454.1	AC016526.2	lncRNA	7.6235523	5.0
ENSG00000258455.1	AL158801.3	lncRNA	32.61583	24.0
ENSG00000258456.2	PTCD2P1	processed_pseudogene	0.2818533	0.0
ENSG00000258457.5	AL132780.2	lncRNA	11.164093	7.0
ENSG00000258458.8	AL160314.2	lncRNA	6.3667955	4.0
ENSG00000258459.1	AL356019.1	lncRNA	1.4633205	0.0
ENSG00000258460.2	AL355096.1	lncRNA	0.19111969	0.0
ENSG00000258461.5	AC012651.1	protein_coding	15.3581085	8.0
ENSG00000258462.2	AL591767.2	processed_pseudogene	1.3339769	1.0
ENSG00000258463.1	AC138701.2	processed_pseudogene	0.019305019	0.0
ENSG00000258464.2	AL160237.1	lncRNA	0.40057915	0.0
ENSG00000258465.8	AL139011.2	protein_coding	2.9517374	2.0
ENSG00000258466.5	AL049779.1	protein_coding	8.620656	6.0
ENSG00000258467.1	PHKBP2	unprocessed_pseudogene	0.07335907	0.0
ENSG00000258468.1	OR11G1P	unprocessed_pseudogene	0.33880308	0.0
ENSG00000258469.1	CHMP4BP1	processed_pseudogene	129.12065	109.0
ENSG00000258471.2	AL161668.3	lncRNA	3.8996139	2.0
ENSG00000258472.9	AC005726.1	protein_coding	13.527027	6.0
ENSG00000258473.2	AC007686.2	lncRNA	4.834942	2.0
ENSG00000258474.1	LINC02313	lncRNA	0.75096524	0.0
ENSG00000258476.6	LINC02207	lncRNA	117.88706	60.5
ENSG00000258477.1	PPIAP6	processed_pseudogene	11.166988	9.0
ENSG00000258478.1	AC009396.1	lncRNA	1.2268339	0.0
ENSG00000258479.6	LINC00640	lncRNA	9.158301	6.0
ENSG00000258481.1	AL133240.1	lncRNA	0.49227798	0.0
ENSG00000258482.1	TRAV15	TR_V_pseudogene	0.04150579	0.0
ENSG00000258483.4	LINC02251	lncRNA	0.3146718	0.0
ENSG00000258484.4	SPESP1	protein_coding	54.00965	40.0
ENSG00000258485.2	SRMP2	processed_pseudogene	27.78475	15.0
ENSG00000258487.2	LINC02277	lncRNA	0.07528958	0.0
ENSG00000258488.2	AC023310.1	unprocessed_pseudogene	0.3146718	0.0
ENSG00000258489.4	AC027013.1	lncRNA	0.16119692	0.0
ENSG00000258490.1	AL049835.1	lncRNA	4.6332045	2.0
ENSG00000258491.2	ZFP64P1	processed_pseudogene	2.176641	1.0
ENSG00000258493.2	AL121603.1	processed_pseudogene	0.44401544	0.0
ENSG00000258494.1	OR11J5P	unprocessed_pseudogene	0.09073359	0.0
ENSG00000258496.1	AL352955.1	lncRNA	0.019305019	0.0
ENSG00000258497.1	AL359682.1	lncRNA	0.21138996	0.0
ENSG00000258498.8	DIO3OS	lncRNA	10.953668	1.0
ENSG00000258499.1	LINC02287	lncRNA	5.0830116	2.0
ENSG00000258500.2	AL845552.1	transcribed_processed_pseudogene	3.2017374	2.0
ENSG00000258501.1	EIF3LP1	processed_pseudogene	16.014479	8.0
ENSG00000258502.6	LINC02290	lncRNA	1.8378378	1.0
ENSG00000258503.1	AL352979.1	processed_pseudogene	3.7084942	2.0
ENSG00000258504.2	AL157871.1	lncRNA	0.0	0.0
ENSG00000258505.1	AL442163.2	transcribed_processed_pseudogene	0.048262548	0.0
ENSG00000258506.2	AL163642.1	processed_pseudogene	0.59555984	0.0
ENSG00000258507.1	AC116612.1	lncRNA	0.13127413	0.0
ENSG00000258509.1	AL049870.1	processed_pseudogene	1.0337838	0.0
ENSG00000258510.2	AC007954.1	processed_pseudogene	24.312742	17.0
ENSG00000258511.1	LINC02295	lncRNA	2.888031	1.0
ENSG00000258512.1	LINC00239	lncRNA	13.101352	5.0
ENSG00000258513.1	AC006349.1	transcribed_processed_pseudogene	2.3532817	1.0
ENSG00000258515.1	AL355075.2	lncRNA	61.283783	54.5
ENSG00000258516.2	AL133167.1	lncRNA	0.3127413	0.0
ENSG00000258517.1	AC004817.1	lncRNA	6.7220078	0.0
ENSG00000258519.1	AL121579.1	processed_pseudogene	0.37065637	0.0
ENSG00000258520.1	AL359317.1	lncRNA	4.4449806	3.0
ENSG00000258521.1	AL157871.2	lncRNA	55.67857	37.0
ENSG00000258524.1	NT5CP1	processed_pseudogene	14.260618	9.0
ENSG00000258525.2	AL049830.3	lncRNA	20.972973	13.0
ENSG00000258526.7	AL049828.1	lncRNA	39.24035	30.0
ENSG00000258527.1	ASB9P1	processed_pseudogene	20.858109	11.0
ENSG00000258529.5	AP001781.2	protein_coding	0.0	0.0
ENSG00000258531.2	BANF1P1	processed_pseudogene	23.974903	11.0
ENSG00000258532.2	LINC02305	lncRNA	0.032818533	0.0
ENSG00000258534.1	AL132712.1	lncRNA	0.5405405	0.0
ENSG00000258535.1	AL079307.1	lncRNA	1.1573359	0.0
ENSG00000258536.1	FKBP1BP1	processed_pseudogene	0.0144787645	0.0
ENSG00000258537.5	FRMD6-AS2	lncRNA	0.18532819	0.0
ENSG00000258538.5	AL133279.1	lncRNA	0.19208494	0.0
ENSG00000258539.1	AC068896.1	protein_coding	38.13803	27.5
ENSG00000258540.1	AC107958.1	processed_pseudogene	0.032818533	0.0
ENSG00000258541.1	OR4K4P	unprocessed_pseudogene	0.0472973	0.0
ENSG00000258542.1	AC068831.1	transcribed_processed_pseudogene	0.0	0.0
ENSG00000258544.1	GLRXP2	processed_pseudogene	0.6911197	0.0
ENSG00000258545.6	RHOXF1-AS1	lncRNA	30.346525	15.0
ENSG00000258546.1	CENPUP2	processed_pseudogene	79.861	56.5
ENSG00000258548.6	LINC00645	lncRNA	1.7586873	0.0
ENSG00000258549.1	AL161713.1	processed_pseudogene	0.02027027	0.0
ENSG00000258550.1	OR7E106P	unprocessed_pseudogene	0.11486486	0.0
ENSG00000258551.6	CRAT37	lncRNA	2.5019305	1.0
ENSG00000258552.1	FAM204DP	processed_pseudogene	0.3262548	0.0
ENSG00000258553.5	AL157911.1	lncRNA	10.838803	6.0
ENSG00000258554.1	AC025162.1	lncRNA	0.0	0.0
ENSG00000258555.6	SPECC1L-ADORA2A	protein_coding	5.2586875	4.0
ENSG00000258556.1	LINC02322	lncRNA	1.5859073	1.0
ENSG00000258557.1	AC245505.1	processed_pseudogene	0.025096525	0.0
ENSG00000258558.1	AL121852.1	lncRNA	4.0279922	3.0
ENSG00000258559.2	AC005519.1	lncRNA	67.05019	58.0
ENSG00000258560.1	AL157912.1	lncRNA	8.266409	4.0
ENSG00000258561.2	AL359232.1	lncRNA	15.969112	9.5
ENSG00000258562.2	AC106028.1	processed_pseudogene	2.3986487	1.0
ENSG00000258563.2	PSMA3P1	processed_pseudogene	2.8445945	0.0
ENSG00000258564.2	OR4N1P	unprocessed_pseudogene	0.055019304	0.0
ENSG00000258565.1	BLZF2P	unprocessed_pseudogene	39.254826	20.0
ENSG00000258566.2	AC007376.1	processed_pseudogene	0.18050194	0.0
ENSG00000258567.1	DUX4L16	unprocessed_pseudogene	0.038610037	0.0
ENSG00000258568.1	RHOQP1	processed_pseudogene	36.96332	34.0
ENSG00000258569.1	AC007376.2	lncRNA	1.492278	0.0
ENSG00000258570.1	H3P40	processed_pseudogene	0.25289574	0.0
ENSG00000258571.1	PTTG4P	processed_pseudogene	40.25	31.0
ENSG00000258572.1	AL133467.1	lncRNA	32.833977	25.0
ENSG00000258573.6	AL163195.2	lncRNA	3.3610039	1.0
ENSG00000258576.1	AL163974.1	lncRNA	0.13706563	0.0
ENSG00000258577.1	SNRPGP1	processed_pseudogene	1.1563706	0.0
ENSG00000258578.2	AC008015.1	processed_pseudogene	2.7750964	2.0
ENSG00000258580.1	AL136298.1	lncRNA	0.41988418	0.0
ENSG00000258581.2	AL157871.3	processed_pseudogene	60.091698	36.0
ENSG00000258583.7	LINC01500	lncRNA	36.379345	8.0
ENSG00000258584.2	FAM181A-AS1	lncRNA	3.6660233	1.0
ENSG00000258585.2	ZNF519P3	unprocessed_pseudogene	0.25868726	0.0
ENSG00000258586.1	LINC02274	lncRNA	2.1708493	1.0
ENSG00000258587.1	AC006530.1	processed_pseudogene	1.4498069	1.0
ENSG00000258588.3	TRIM6-TRIM34	protein_coding	0.0	0.0
ENSG00000258590.5	NBEAP1	transcribed_unprocessed_pseudogene	18.771236	8.0
ENSG00000258591.2	PPIAP4	processed_pseudogene	2.0839767	1.0
ENSG00000258592.1	AL391152.1	lncRNA	1.3426641	0.0
ENSG00000258593.2	AL583810.1	lncRNA	0.992278	0.0
ENSG00000258594.1	AC021979.1	lncRNA	0.044401545	0.0
ENSG00000258595.2	CYB5AP3	processed_pseudogene	0.3243243	0.0
ENSG00000258597.3	SERPINA2	polymorphic_pseudogene	1.1776062	0.0
ENSG00000258598.1	AL512357.1	lncRNA	0.18822394	0.0
ENSG00000258599.2	AL355922.2	processed_pseudogene	1.2142857	1.0
ENSG00000258600.1	AL359238.1	lncRNA	0.067567565	0.0
ENSG00000258601.1	AL162464.1	lncRNA	1.8339769	0.0
ENSG00000258602.1	LINC01629	lncRNA	2.9208493	1.0
ENSG00000258603.4	AC005225.2	lncRNA	6.8832045	5.0
ENSG00000258604.1	AL161668.4	lncRNA	0.26254827	0.0
ENSG00000258605.1	DYNLL1P2	processed_pseudogene	5.0241313	2.0
ENSG00000258608.1	DNAJC19P9	processed_pseudogene	3.2123551	2.0
ENSG00000258609.3	LINC-ROR	lncRNA	7.106178	2.0
ENSG00000258610.1	AF111169.1	lncRNA	0.0	0.0
ENSG00000258611.2	YBX2P2	transcribed_processed_pseudogene	0.8754826	0.0
ENSG00000258613.1	RPL21P7	processed_pseudogene	8.625483	2.0
ENSG00000258615.1	AL117187.1	unprocessed_pseudogene	3.934363	2.0
ENSG00000258616.5	LINC02303	lncRNA	0.09266409	0.0
ENSG00000258618.2	RPL21P9	processed_pseudogene	1.2403475	0.0
ENSG00000258619.2	AL136298.2	processed_pseudogene	2.1911197	0.0
ENSG00000258620.2	AL135838.1	lncRNA	28.216217	22.0
ENSG00000258622.2	AL442163.3	processed_pseudogene	0.018339768	0.0
ENSG00000258623.1	AL121820.1	lncRNA	14.663127	9.0
ENSG00000258624.1	SERPINE4P	processed_pseudogene	0.0048262547	0.0
ENSG00000258625.2	OR11H5P	transcribed_unprocessed_pseudogene	0.18339768	0.0
ENSG00000258626.2	COX7A2P1	processed_pseudogene	10.431467	8.0
ENSG00000258627.1	AC103996.1	transcribed_processed_pseudogene	0.3976834	0.0
ENSG00000258628.1	RHPN2P1	unprocessed_pseudogene	1.3590734	0.0
ENSG00000258629.1	NCOA4P1	processed_pseudogene	3.9681468	2.0
ENSG00000258630.3	LINC02292	lncRNA	7.1264477	3.0
ENSG00000258631.3	AC110023.1	lncRNA	0.112934366	0.0
ENSG00000258632.2	AC135626.1	processed_pseudogene	38.830116	18.0
ENSG00000258633.1	AL049870.2	lncRNA	2.1930501	1.0
ENSG00000258634.3	AL160006.1	lncRNA	186.71526	167.5
ENSG00000258636.2	AL121821.2	lncRNA	0.24903475	0.0
ENSG00000258637.1	AC008056.1	lncRNA	0.20366795	0.0
ENSG00000258638.2	AL389895.1	processed_pseudogene	0.021235522	0.0
ENSG00000258639.1	AL359212.1	processed_pseudogene	0.046332046	0.0
ENSG00000258640.3	RPL21P5	processed_pseudogene	33.458496	29.0
ENSG00000258641.1	OR4T1P	unprocessed_pseudogene	0.06370656	0.0
ENSG00000258642.1	AL133371.1	lncRNA	2.2277992	0.0
ENSG00000258643.6	BCL2L2-PABPN1	protein_coding	14.3918915	13.0
ENSG00000258644.6	SYNJ2BP-COX16	protein_coding	0.3581081	0.0
ENSG00000258645.2	HSPE1P2	processed_pseudogene	11.173745	8.0
ENSG00000258646.1	AL049780.1	lncRNA	21.176641	17.0
ENSG00000258647.6	LINC00930	lncRNA	1.6554054	1.0
ENSG00000258648.1	UBE2CP1	processed_pseudogene	109.16699	89.0
ENSG00000258649.1	AL392023.1	lncRNA	0.12548262	0.0
ENSG00000258650.1	HSBP1P1	processed_pseudogene	1.4797298	1.0
ENSG00000258651.1	SEC23A-AS1	lncRNA	1.4276062	1.0
ENSG00000258653.3	AC005520.1	protein_coding	31.993244	28.0
ENSG00000258654.1	AC026495.1	lncRNA	1.78861	0.0
ENSG00000258655.2	ARHGAP5-AS1	lncRNA	13.530888	6.0
ENSG00000258656.1	AL160236.1	processed_pseudogene	0.0	0.0
ENSG00000258657.5	AL136018.1	lncRNA	2.1370656	1.0
ENSG00000258658.1	AL139021.2	lncRNA	34.62645	23.0
ENSG00000258659.7	TRIM34	protein_coding	7.176641	5.0
ENSG00000258660.1	AC006146.1	lncRNA	0.0	0.0
ENSG00000258661.1	AL079303.1	lncRNA	0.18725869	0.0
ENSG00000258662.1	AC022469.2	lncRNA	0.6496139	0.0
ENSG00000258663.1	AL117190.2	lncRNA	0.0	0.0
ENSG00000258665.1	AC068831.2	unprocessed_pseudogene	0.103281856	0.0
ENSG00000258666.1	AL157871.4	lncRNA	0.0	0.0
ENSG00000258667.2	HIF1A-AS3	lncRNA	815.3021	467.0
ENSG00000258668.1	COX6CP11	processed_pseudogene	0.21525097	0.0
ENSG00000258670.1	AL049874.3	lncRNA	0.17471042	0.0
ENSG00000258671.2	AL132639.1	processed_pseudogene	0.8069498	0.0
ENSG00000258672.1	AL160313.2	lncRNA	2.0608108	0.0
ENSG00000258673.1	LINC01397	lncRNA	3.6148648	1.0
ENSG00000258674.5	AC011448.1	protein_coding	25.822393	18.0
ENSG00000258675.2	LINC02308	lncRNA	1.2210425	0.0
ENSG00000258676.5	AC091544.2	lncRNA	2.1158302	1.0
ENSG00000258677.2	AC022826.2	protein_coding	0.0	0.0
ENSG00000258678.2	LINC02317	lncRNA	1.3725868	0.0
ENSG00000258679.1	AC121758.2	transcribed_processed_pseudogene	2.3909266	1.0
ENSG00000258680.2	AL132994.1	processed_pseudogene	0.053088803	0.0
ENSG00000258681.1	AL355836.1	processed_pseudogene	0.115830116	0.0
ENSG00000258682.1	AL132989.1	lncRNA	201.87355	189.0
ENSG00000258683.1	AL355095.1	lncRNA	0.02027027	0.0
ENSG00000258684.2	BMS1P16	unprocessed_pseudogene	1.081081	0.0
ENSG00000258685.2	AKR1B1P5	processed_pseudogene	1.4633205	0.0
ENSG00000258687.1	AL358334.1	lncRNA	4.480695	2.0
ENSG00000258689.1	LINC01269	lncRNA	4.265444	2.0
ENSG00000258690.1	AL162464.2	lncRNA	2.2364864	0.0
ENSG00000258691.1	AL355102.2	protein_coding	0.0	0.0
ENSG00000258692.2	SALL4P7	transcribed_processed_pseudogene	0.27509654	0.0
ENSG00000258693.1	AL133368.2	lncRNA	3.4787645	1.0
ENSG00000258694.1	LINC02319	lncRNA	2.372587	1.0
ENSG00000258695.2	AC005225.3	lncRNA	3.1930501	2.0
ENSG00000258696.1	AL359233.1	lncRNA	0.18532819	0.0
ENSG00000258698.1	AL139317.1	lncRNA	1.6061776	1.0
ENSG00000258699.1	AL357093.1	lncRNA	8.151545	6.0
ENSG00000258700.6	LINC00871	lncRNA	0.51254827	0.0
ENSG00000258701.1	LINC00638	lncRNA	67.89093	35.0
ENSG00000258702.3	AL137786.1	lncRNA	7.3088803	2.0
ENSG00000258703.1	AL161757.3	lncRNA	0.18146718	0.0
ENSG00000258704.6	SRP54-AS1	transcribed_unitary_pseudogene	113.15926	98.0
ENSG00000258705.2	AC245505.2	processed_pseudogene	2.3947875	1.0
ENSG00000258706.1	SLC20A1P3	processed_pseudogene	0.1418919	0.0
ENSG00000258707.2	AC023310.2	processed_pseudogene	0.42953667	0.0
ENSG00000258708.1	SLC25A21-AS1	lncRNA	6.177606	0.0
ENSG00000258710.8	LINC01193	lncRNA	7.330116	0.0
ENSG00000258711.2	AL358334.2	lncRNA	9.199807	4.0
ENSG00000258712.2	CXADRP2	processed_pseudogene	0.6042471	0.0
ENSG00000258713.3	C20orf141	protein_coding	0.22393823	0.0
ENSG00000258716.1	AL139193.2	lncRNA	14.537644	6.0
ENSG00000258717.1	AL132711.1	lncRNA	1.8677607	0.0
ENSG00000258718.3	LINC02311	lncRNA	0.503861	0.0
ENSG00000258719.1	AC009396.2	lncRNA	0.09749035	0.0
ENSG00000258721.3	OR11H3P	unprocessed_pseudogene	0.242278	0.0
ENSG00000258722.2	CKAP2P1	processed_pseudogene	3.8021235	1.0
ENSG00000258723.1	AF099810.1	lncRNA	0.8754826	0.0
ENSG00000258724.1	AC105001.2	protein_coding	0.0	0.0
ENSG00000258725.2	PRC1-AS1	lncRNA	324.74228	243.5
ENSG00000258726.1	DUXAP6	processed_pseudogene	0.25	0.0
ENSG00000258727.1	AL135999.1	lncRNA	49.63996	40.0
ENSG00000258728.1	AL162231.3	protein_coding	0.0	0.0
ENSG00000258729.2	AL355102.3	lncRNA	1.1805019	0.0
ENSG00000258730.1	ITPK1-AS1	lncRNA	171.64865	138.5
ENSG00000258731.1	AL356020.1	lncRNA	19.073359	16.0
ENSG00000258732.1	AC025884.1	unprocessed_pseudogene	8.440154	3.0
ENSG00000258733.6	LINC02328	lncRNA	123.75386	88.0
ENSG00000258734.2	AL049873.2	processed_pseudogene	2.358108	0.0
ENSG00000258735.1	LINC00637	lncRNA	2.0270271	1.0
ENSG00000258736.1	AL583722.2	lncRNA	2.176641	1.0
ENSG00000258737.2	SUB1P2	processed_pseudogene	0.26254827	0.0
ENSG00000258738.1	AL121603.2	lncRNA	229.52896	185.0
ENSG00000258739.1	ENO1P2	transcribed_processed_pseudogene	0.43339768	0.0
ENSG00000258740.1	AL691403.1	lncRNA	0.8976834	0.0
ENSG00000258741.4	H2AZ2P1	transcribed_processed_pseudogene	26.797297	21.0
ENSG00000258742.6	LINC02833	lncRNA	4.4111967	2.0
ENSG00000258743.6	LINC02301	lncRNA	2.3803089	0.0
ENSG00000258744.2	AL132800.1	lncRNA	45.278957	26.0
ENSG00000258745.1	AL358334.3	lncRNA	12.142858	7.0
ENSG00000258746.2	AL162632.2	processed_pseudogene	0.112934366	0.0
ENSG00000258747.2	AL356022.1	lncRNA	0.10135135	0.0
ENSG00000258748.1	AL359399.1	lncRNA	2.180502	0.0
ENSG00000258749.1	AL110504.1	lncRNA	0.0	0.0
ENSG00000258750.2	AL358335.1	processed_pseudogene	0.045366794	0.0
ENSG00000258751.2	AL358335.2	lncRNA	0.13223939	0.0
ENSG00000258752.2	AL357093.2	lncRNA	119.65347	93.5
ENSG00000258753.1	AL359792.1	lncRNA	16.078186	10.0
ENSG00000258754.8	LINC01579	lncRNA	16.721043	7.0
ENSG00000258757.1	AL133453.1	lncRNA	0.0	0.0
ENSG00000258758.1	AL137100.1	processed_pseudogene	1.2046332	1.0
ENSG00000258759.1	AL049779.2	processed_pseudogene	12.6940155	10.0
ENSG00000258760.1	AL355076.2	lncRNA	3.226834	2.0
ENSG00000258761.1	AC116903.1	lncRNA	0.024131274	0.0
ENSG00000258762.1	MTND4P33	processed_pseudogene	0.018339768	0.0
ENSG00000258763.5	AC122685.1	lncRNA	0.58011585	0.0
ENSG00000258764.1	AL049874.4	transcribed_processed_pseudogene	0.017374517	0.0
ENSG00000258765.1	AC107958.2	lncRNA	0.16505791	0.0
ENSG00000258766.1	DIO2-AS1	lncRNA	2.8445945	1.0
ENSG00000258767.1	AC060814.1	processed_pseudogene	0.027027028	0.0
ENSG00000258768.2	AL356019.2	lncRNA	55.03668	36.0
ENSG00000258769.1	RAP1AP	processed_pseudogene	20.375483	15.0
ENSG00000258770.1	LINC02330	lncRNA	0.7673745	0.0
ENSG00000258771.1	BCAR1P2	processed_pseudogene	0.03764479	0.0
ENSG00000258772.1	AL355922.3	lncRNA	0.6361004	0.0
ENSG00000258773.2	AC087636.1	lncRNA	0.1988417	0.0
ENSG00000258774.1	NANOGP7	transcribed_processed_pseudogene	1.2528957	0.0
